call_city	call_date	Temp	Humidity	Windspeed	weather_Events	date_key	calendar_quarter	calendar_month_number	Month_name	week_day_name	week_day_number	Working_day	is_a_weekend_day	is_a_public_holiday	season	wevents	call_cnt
CHERRY HILL	2015-01-05	36	39	16		20150105	1	1	January     	Monday    	2	1	0	0	1	1	1
CHERRY HILL	2015-01-06	16	78	4	Fog-Snow	20150106	1	1	January     	Tuesday   	3	1	0	0	1	7	2
CHERRY HILL	2015-01-10	18	44	8		20150110	1	1	January     	Saturday  	7	0	1	0	1	1	1
CHERRY HILL	2015-01-12	34	91	1	Rain	20150112	1	1	January     	Monday    	2	1	0	0	1	2	1
CHERRY HILL	2015-01-17	24	47	7		20150117	1	1	January     	Saturday  	7	0	1	0	1	1	1
CHERRY HILL	2015-01-29	22	59	2		20150129	1	1	January     	Thursday  	5	1	0	0	1	1	2
CHERRY HILL	2015-02-02	28	89	7	Fog-Rain-Snow	20150202	1	2	February    	Monday    	2	1	0	0	1	8	1
CHERRY HILL	2015-02-05	26	54	9		20150205	1	2	February    	Thursday  	5	1	0	0	1	1	1
CHERRY HILL	2015-02-07	31	55	2		20150207	1	2	February    	Saturday  	7	0	1	0	1	1	2
CHERRY HILL	2015-02-13	14	44	10		20150213	1	2	February    	Friday    	6	1	0	0	1	1	1
CHERRY HILL	2015-02-14	22	77	5	Fog-Snow	20150214	1	2	February    	Saturday  	7	0	1	0	1	7	1
CHERRY HILL	2015-02-16	8	50	10	Snow	20150216	1	2	February    	Monday    	2	1	0	1	1	4	1
CHERRY HILL	2015-02-17	18	79	3	Fog-Snow	20150217	1	2	February    	Tuesday   	3	1	0	0	1	7	1
CHERRY HILL	2015-02-18	15	63	2		20150218	1	2	February    	Wednesday 	4	1	0	0	1	1	2
CHERRY HILL	2015-02-20	8	43	12		20150220	1	2	February    	Friday    	6	1	0	0	1	1	1
CHERRY HILL	2015-02-24	14	52	2		20150224	1	2	February    	Tuesday   	3	1	0	0	1	1	1
CHERRY HILL	2015-03-03	28	75	6	Rain-Snow	20150303	1	3	March       	Tuesday   	3	1	0	0	2	6	1
CHERRY HILL	2015-03-04	40	94	5	Fog-Rain	20150304	1	3	March       	Wednesday 	4	1	0	0	2	7	1
CHERRY HILL	2015-03-06	14	63	6		20150306	1	3	March       	Friday    	6	1	0	0	2	1	1
CHERRY HILL	2015-03-09	42	63	3		20150309	1	3	March       	Monday    	2	1	0	0	2	1	1
CHERRY HILL	2015-03-13	38	39	4	Rain	20150313	1	3	March       	Friday    	6	1	0	0	2	2	2
CHERRY HILL	2015-04-10	50	93	5	Rain-Thunderstorm	20150410	2	4	April       	Friday    	6	1	0	0	2	6	1
CHERRY HILL	2015-04-13	56	59	4		20150413	2	4	April       	Monday    	2	1	0	0	2	1	2
CHERRY HILL	2015-05-23	57	40	6		20150523	2	5	May         	Saturday  	7	0	1	0	2	1	1
CHERRY HILL	2015-05-24	62	62	3		20150524	2	5	May         	Sunday    	1	0	1	0	2	1	1
CHERRY HILL	2015-05-25	72	60	3		20150525	2	5	May         	Monday    	2	1	0	1	2	1	1
CHERRY HILL	2015-06-01	64	91	5	Rain-Thunderstorm	20150601	2	6	June        	Monday    	2	1	0	0	3	6	1
CHERRY HILL	2015-06-03	60	81	5	Rain	20150603	2	6	June        	Wednesday 	4	1	0	0	3	2	1
CHERRY HILL	2015-06-15	78	85	3	Rain	20150615	2	6	June        	Monday    	2	1	0	0	3	2	1
CHERRY HILL	2015-07-11	75	66	1		20150711	3	7	July        	Saturday  	7	0	1	0	3	1	1
CHERRY HILL	2015-07-13	74	70	1		20150713	3	7	July        	Monday    	2	1	0	0	3	1	1
CHERRY HILL	2015-07-14	76	82	3	Rain-Thunderstorm	20150714	3	7	July        	Tuesday   	3	1	0	0	3	6	1
CHERRY HILL	2015-07-16	70	66	6		20150716	3	7	July        	Thursday  	5	1	0	0	3	1	1
CHERRY HILL	2015-07-17	68	75	2		20150717	3	7	July        	Friday    	6	1	0	0	3	1	1
CHERRY HILL	2015-07-25	73	63	1		20150725	3	7	July        	Saturday  	7	0	1	0	3	1	3
CHERRY HILL	2015-07-29	80	83	1	Fog	20150729	3	7	July        	Wednesday 	4	1	0	0	3	3	1
CHERRY HILL	2015-08-05	75	57	3		20150805	3	8	August      	Wednesday 	4	1	0	0	3	1	1
CHERRY HILL	2015-08-12	73	78	2	Fog	20150812	3	8	August      	Wednesday 	4	1	0	0	3	3	1
CHERRY HILL	2015-08-14	70	66	1		20150814	3	8	August      	Friday    	6	1	0	0	3	1	1
CHERRY HILL	2015-09-03	80	68	2		20150903	3	9	September   	Thursday  	5	1	0	0	4	1	1
CHERRY HILL	2015-09-04	76	80	3		20150904	3	9	September   	Friday    	6	1	0	0	4	1	1
CHERRY HILL	2015-09-06	68	76	1	Fog	20150906	3	9	September   	Sunday    	1	0	1	0	4	3	1
CHERRY HILL	2015-09-20	68	73	3		20150920	3	9	September   	Sunday    	1	0	1	0	4	1	1
CHERRY HILL	2015-09-21	62	66	5		20150921	3	9	September   	Monday    	2	1	0	0	4	1	1
CHERRY HILL	2015-09-23	66	65	5		20150923	3	9	September   	Wednesday 	4	1	0	0	4	1	1
CHERRY HILL	2015-09-24	64	69	2		20150924	3	9	September   	Thursday  	5	1	0	0	4	1	2
CHERRY HILL	2015-09-29	74	88	2	Fog-Rain	20150929	3	9	September   	Tuesday   	3	1	0	0	4	7	2
CHERRY HILL	2015-10-01	60	82	11	Rain	20151001	4	10	October     	Thursday  	5	1	0	0	4	2	1
CHERRY HILL	2015-10-06	58	74	2		20151006	4	10	October     	Tuesday   	3	1	0	0	4	1	1
CHERRY HILL	2015-10-07	63	75	2		20151007	4	10	October     	Wednesday 	4	1	0	0	4	1	3
CHERRY HILL	2015-10-09	65	89	3	Fog-Rain-Thunderstorm	20151009	4	10	October     	Friday    	6	1	0	0	4	8	1
CHERRY HILL	2015-10-15	54	68	2		20151015	4	10	October     	Thursday  	5	1	0	0	4	1	1
CHERRY HILL	2015-10-17	47	57	6		20151017	4	10	October     	Saturday  	7	0	1	0	4	1	1
CHERRY HILL	2015-10-19	39	66	1		20151019	4	10	October     	Monday    	2	1	0	0	4	1	2
CHERRY HILL	2015-10-20	56	54	7		20151020	4	10	October     	Tuesday   	3	1	0	0	4	1	3
CHERRY HILL	2015-10-22	59	67	2		20151022	4	10	October     	Thursday  	5	1	0	0	4	1	2
CHERRY HILL	2015-10-25	59	73	5		20151025	4	10	October     	Sunday    	1	0	1	0	4	1	1
CHERRY HILL	2015-10-26	47	67	5		20151026	4	10	October     	Monday    	2	1	0	0	4	1	1
CHERRY HILL	2015-10-27	46	77	2		20151027	4	10	October     	Tuesday   	3	1	0	0	4	1	1
CHERRY HILL	2015-10-28	61	91	8	Fog-Rain	20151028	4	10	October     	Wednesday 	4	1	0	0	4	7	1
CHERRY HILL	2015-10-29	64	73	7	Rain	20151029	4	10	October     	Thursday  	5	1	0	0	4	2	1
CHERRY HILL	2015-10-30	48	56	6		20151030	4	10	October     	Friday    	6	1	0	0	4	1	1
CHERRY HILL	2015-11-02	52	86	2		20151102	4	11	November    	Monday    	2	1	0	0	4	1	1
CHERRY HILL	2015-11-03	54	80	1	Fog	20151103	4	11	November    	Tuesday   	3	1	0	0	4	3	2
CHERRY HILL	2015-11-04	58	79	2	Fog	20151104	4	11	November    	Wednesday 	4	1	0	0	4	3	2
CHERRY HILL	2015-11-07	60	64	4		20151107	4	11	November    	Saturday  	7	0	1	0	4	1	1
CHERRY HILL	2015-11-11	56	82	9	Rain	20151111	4	11	November    	Wednesday 	4	1	0	1	4	2	1
CHERRY HILL	2015-11-13	52	45	10		20151113	4	11	November    	Friday    	6	1	0	0	4	1	1
CHERRY HILL	2015-11-14	44	46	10		20151114	4	11	November    	Saturday  	7	0	1	0	4	1	1
CHERRY HILL	2015-11-17	44	71	4		20151117	4	11	November    	Tuesday   	3	1	0	0	4	1	2
CHERRY HILL	2015-11-19	60	92	7	Rain	20151119	4	11	November    	Thursday  	5	1	0	0	4	2	1
CHERRY HILL	2015-11-20	48	59	5		20151120	4	11	November    	Friday    	6	1	0	0	4	1	1
CHERRY HILL	2015-11-22	46	60	5		20151122	4	11	November    	Sunday    	1	0	1	0	4	1	1
CHERRY HILL	2015-11-23	32	54	8		20151123	4	11	November    	Monday    	2	1	0	0	4	1	2
CHERRY HILL	2015-11-24	36	64	2		20151124	4	11	November    	Tuesday   	3	1	0	0	4	1	1
CHERRY HILL	2015-11-25	38	69	2		20151125	4	11	November    	Wednesday 	4	1	0	0	4	1	2
CHERRY HILL	2015-11-28	54	84	5		20151128	4	11	November    	Saturday  	7	0	1	0	4	1	1
CHERRY HILL	2015-11-30	40	71	7	Rain	20151130	4	11	November    	Monday    	2	1	0	0	4	2	1
CHERRY HILL	2015-12-01	49	95	5	Rain	20151201	4	12	December    	Tuesday   	3	1	0	0	1	2	3
CHERRY HILL	2015-12-02	56	95	2	Fog-Rain	20151202	4	12	December    	Wednesday 	4	1	0	0	1	7	3
CHERRY HILL	2015-12-03	48	59	10		20151203	4	12	December    	Thursday  	5	1	0	0	1	1	1
CHERRY HILL	2015-12-04	41	67	4		20151204	4	12	December    	Friday    	6	1	0	0	1	1	2
CHERRY HILL	2015-12-05	39	80	1		20151205	4	12	December    	Saturday  	7	0	1	0	1	1	1
CHERRY HILL	2015-12-07	41	82	1	Fog	20151207	4	12	December    	Monday    	2	1	0	0	1	3	2
CHERRY HILL	2015-12-08	38	72	4		20151208	4	12	December    	Tuesday   	3	1	0	0	1	1	4
CHERRY HILL	2015-12-09	41	81	3		20151209	4	12	December    	Wednesday 	4	1	0	0	1	1	2
CHERRY HILL	2015-12-10	52	80	2		20151210	4	12	December    	Thursday  	5	1	0	0	1	1	1
CHERRY HILL	2015-12-11	48	91	1	Fog	20151211	4	12	December    	Friday    	6	1	0	0	1	3	2
CHERRY HILL	2015-12-12	57	83	2	Fog	20151212	4	12	December    	Saturday  	7	0	1	0	1	3	2
CHERRY HILL	2015-12-13	62	86	1		20151213	4	12	December    	Sunday    	1	0	1	0	1	1	2
CHERRY HILL	2015-12-14	62	92	4	Fog-Rain	20151214	4	12	December    	Monday    	2	1	0	0	1	7	2
CHERRY HILL	2015-12-16	48	67	5		20151216	4	12	December    	Wednesday 	4	1	0	0	1	1	3
CHERRY HILL	2015-12-18	46	71	7	Rain	20151218	4	12	December    	Friday    	6	1	0	0	1	2	2
CHERRY HILL	2015-12-19	36	45	13		20151219	4	12	December    	Saturday  	7	0	1	0	1	1	2
CHERRY HILL	2015-12-20	36	56	7		20151220	4	12	December    	Sunday    	1	0	1	0	1	1	1
CHERRY HILL	2015-12-21	44	68	6		20151221	4	12	December    	Monday    	2	1	0	0	1	1	4
CHERRY HILL	2015-12-22	57	92	5	Rain	20151222	4	12	December    	Tuesday   	3	1	0	0	1	2	4
CHERRY HILL	2015-12-23	62	97	4	Rain	20151223	4	12	December    	Wednesday 	4	1	0	0	1	2	1
CHERRY HILL	2015-12-24	66	91	8	Fog-Rain	20151224	4	12	December    	Thursday  	5	1	0	0	1	7	1
CHERRY HILL	2015-12-25	62	96	2	Fog-Rain	20151225	4	12	December    	Friday    	6	1	0	1	1	7	2
CHERRY HILL	2015-12-26	54	81	7		20151226	4	12	December    	Saturday  	7	0	1	0	1	1	1
CHERRY HILL	2015-12-27	56	93	6	Fog-Rain	20151227	4	12	December    	Sunday    	1	0	1	0	1	7	2
CHERRY HILL	2015-12-28	41	68	10	Rain	20151228	4	12	December    	Monday    	2	1	0	0	1	2	3
CHERRY HILL	2015-12-29	46	97	8	Rain	20151229	4	12	December    	Tuesday   	3	1	0	0	1	2	1
CHERRY HILL	2015-12-30	48	93	2	Rain	20151230	4	12	December    	Wednesday 	4	1	0	0	1	2	1
CHERRY HILL	2015-12-31	46	81	5		20151231	4	12	December    	Thursday  	5	1	0	0	1	1	3
CHERRY HILL	2016-01-01	37	58	8		20160101	1	1	January     	Friday    	6	1	0	1	1	1	1
CHERRY HILL	2016-01-02	34	64	5		20160102	1	1	January     	Saturday  	7	0	1	0	1	1	1
CHERRY HILL	2016-01-03	36	67	3		20160103	1	1	January     	Sunday    	1	0	1	0	1	1	1
CHERRY HILL	2016-01-04	24	52	9		20160104	1	1	January     	Monday    	2	1	0	0	1	1	3
CHERRY HILL	2016-01-05	19	50	8		20160105	1	1	January     	Tuesday   	3	1	0	0	1	1	3
CHERRY HILL	2016-01-06	24	59	1		20160106	1	1	January     	Wednesday 	4	1	0	0	1	1	3
CHERRY HILL	2016-01-08	38	74	3		20160108	1	1	January     	Friday    	6	1	0	0	1	1	1
CHERRY HILL	2016-01-09	44	89	4		20160109	1	1	January     	Saturday  	7	0	1	0	1	1	1
CHERRY HILL	2016-01-10	52	89	9	Rain-Thunderstorm	20160110	1	1	January     	Sunday    	1	0	1	0	1	6	2
CHERRY HILL	2016-01-12	31	65	7	Snow	20160112	1	1	January     	Tuesday   	3	1	0	0	1	4	1
CHERRY HILL	2016-01-13	23	45	14		20160113	1	1	January     	Wednesday 	4	1	0	0	1	1	3
CHERRY HILL	2016-01-14	34	54	4		20160114	1	1	January     	Thursday  	5	1	0	0	1	1	2
CHERRY HILL	2016-01-15	40	71	2	Rain	20160115	1	1	January     	Friday    	6	1	0	0	1	2	2
CHERRY HILL	2016-01-16		92	7	Rain	20160116	1	1	January     	Saturday  	7	0	1	0	1	2	2
CHERRY HILL	2016-01-18	22	52	11		20160118	1	1	January     	Monday    	2	1	0	1	1	1	3
CHERRY HILL	2016-01-19	21	47	13		20160119	1	1	January     	Tuesday   	3	1	0	0	1	1	1
CHERRY HILL	2016-01-20	28	57	7		20160120	1	1	January     	Wednesday 	4	1	0	0	1	1	3
CHERRY HILL	2016-01-21	30	54	7		20160121	1	1	January     	Thursday  	5	1	0	0	1	1	1
CHERRY HILL	2016-01-22	22	68	7	Fog-Snow	20160122	1	1	January     	Friday    	6	1	0	0	1	7	2
CHERRY HILL	2016-01-24	26	58	8	Snow	20160124	1	1	January     	Sunday    	1	0	1	0	1	4	2
CHERRY HILL	2016-01-25	24	69	2		20160125	1	1	January     	Monday    	2	1	0	0	1	1	1
CHERRY HILL	2016-01-26	37	67	5		20160126	1	1	January     	Tuesday   	3	1	0	0	1	1	1
CHERRY HILL	2016-01-28	30	72	1		20160128	1	1	January     	Thursday  	5	1	0	0	1	1	1
CHERRY HILL	2016-01-29	31	70	4	Snow	20160129	1	1	January     	Friday    	6	1	0	0	1	4	2
CHERRY HILL	2016-01-30	32	56	6		20160130	1	1	January     	Saturday  	7	0	1	0	1	1	1
CHERRY HILL	2016-01-31	44	63	2		20160131	1	1	January     	Sunday    	1	0	1	0	1	1	2
CHERRY HILL	2016-02-01	48	80	5	Fog-Rain	20160201	1	2	February    	Monday    	2	1	0	0	1	7	1
CHERRY HILL	2016-02-02	39	68	3		20160202	1	2	February    	Tuesday   	3	1	0	0	1	1	2
HAMILTON	2015-01-01	31	45	10		20150101	1	1	January     	Thursday  	5	1	0	1	1	1	7
HAMILTON	2015-01-02	35	53	7		20150102	1	1	January     	Friday    	6	1	0	0	1	1	26
HAMILTON	2015-01-03	34	76	5	Rain-Snow	20150103	1	1	January     	Saturday  	7	0	1	0	1	6	18
HAMILTON	2015-01-04	48	78	8	Fog-Rain	20150104	1	1	January     	Sunday    	1	0	1	0	1	7	17
HAMILTON	2015-01-05	35	42	15		20150105	1	1	January     	Monday    	2	1	0	0	1	1	27
HAMILTON	2015-01-06	18	64	4	Snow	20150106	1	1	January     	Tuesday   	3	1	0	0	1	4	33
HAMILTON	2015-01-07	16	60	11		20150107	1	1	January     	Wednesday 	4	1	0	0	1	1	24
HAMILTON	2015-01-08	13	50	9		20150108	1	1	January     	Thursday  	5	1	0	0	1	1	43
HAMILTON	2015-01-09	24	49	10	Snow	20150109	1	1	January     	Friday    	6	1	0	0	1	4	35
HAMILTON	2015-01-10	18	45	8		20150110	1	1	January     	Saturday  	7	0	1	0	1	1	31
HAMILTON	2015-01-11	25	51	6		20150111	1	1	January     	Sunday    	1	0	1	0	1	1	13
HAMILTON	2015-01-12	35	74	4	Rain	20150112	1	1	January     	Monday    	2	1	0	0	1	2	23
HAMILTON	2015-01-13	26	54	11		20150113	1	1	January     	Tuesday   	3	1	0	0	1	1	23
HAMILTON	2015-01-14	23	58	7		20150114	1	1	January     	Wednesday 	4	1	0	0	1	1	19
HAMILTON	2015-01-15	30	63	5		20150115	1	1	January     	Thursday  	5	1	0	0	1	1	18
HAMILTON	2015-01-16	31	57	12		20150116	1	1	January     	Friday    	6	1	0	0	1	1	22
HAMILTON	2015-01-17	22	43	6		20150117	1	1	January     	Saturday  	7	0	1	0	1	1	18
HAMILTON	2015-01-18	30	81	5	Rain	20150118	1	1	January     	Sunday    	1	0	1	0	1	2	12
HAMILTON	2015-01-19	38	68	9		20150119	1	1	January     	Monday    	2	1	0	1	1	1	18
HAMILTON	2015-01-20	36	71	5	Rain	20150120	1	1	January     	Tuesday   	3	1	0	0	1	2	16
HAMILTON	2015-01-21	28	70	4	Snow	20150121	1	1	January     	Wednesday 	4	1	0	0	1	4	15
HAMILTON	2015-01-22	34	75	4	Snow	20150122	1	1	January     	Thursday  	5	1	0	0	1	4	19
HAMILTON	2015-01-23	30	69	5	Snow	20150123	1	1	January     	Friday    	6	1	0	0	1	4	20
HAMILTON	2015-01-24	35	80	8	Fog-Rain-Snow	20150124	1	1	January     	Saturday  	7	0	1	0	1	8	15
HAMILTON	2015-01-25	37	60	9	Snow	20150125	1	1	January     	Sunday    	1	0	1	0	1	4	16
HAMILTON	2015-01-26	27	75	14	Snow	20150126	1	1	January     	Monday    	2	1	0	0	1	4	22
HAMILTON	2015-01-27	25	64	13	Snow	20150127	1	1	January     	Tuesday   	3	1	0	0	1	4	13
HAMILTON	2015-01-28	25	42	10		20150128	1	1	January     	Wednesday 	4	1	0	0	1	1	31
HAMILTON	2015-01-29	21	57	5	Snow	20150129	1	1	January     	Thursday  	5	1	0	0	1	4	15
HAMILTON	2015-01-30	28	63	11	Snow	20150130	1	1	January     	Friday    	6	1	0	0	1	4	23
HAMILTON	2015-01-31	20	45	12		20150131	1	1	January     	Saturday  	7	0	1	0	1	1	23
HAMILTON	2015-02-01	27	61	5	Snow	20150201	1	2	February    	Sunday    	1	0	1	0	1	4	17
HAMILTON	2015-02-02	26	74	12	Rain-Snow	20150202	1	2	February    	Monday    	2	1	0	0	1	6	26
HAMILTON	2015-02-03	21	52	8		20150203	1	2	February    	Tuesday   	3	1	0	0	1	1	26
HAMILTON	2015-02-04	30	62	6		20150204	1	2	February    	Wednesday 	4	1	0	0	1	1	24
HAMILTON	2015-02-05	26	51	13	Snow	20150205	1	2	February    	Thursday  	5	1	0	0	1	4	19
HAMILTON	2015-02-06	21	43	7		20150206	1	2	February    	Friday    	6	1	0	0	1	1	16
HAMILTON	2015-02-07	30	49	4		20150207	1	2	February    	Saturday  	7	0	1	0	1	1	15
HAMILTON	2015-02-08	38	74	7	Fog	20150208	1	2	February    	Sunday    	1	0	1	0	1	3	19
HAMILTON	2015-02-09	30	87	12	Rain	20150209	1	2	February    	Monday    	2	1	0	0	1	2	20
HAMILTON	2015-02-10	33	66	10		20150210	1	2	February    	Tuesday   	3	1	0	0	1	1	21
HAMILTON	2015-02-11	29	54	7		20150211	1	2	February    	Wednesday 	4	1	0	0	1	1	23
HAMILTON	2015-02-12	29	57	10	Snow	20150212	1	2	February    	Thursday  	5	1	0	0	1	4	21
HAMILTON	2015-02-13	14	43	10		20150213	1	2	February    	Friday    	6	1	0	0	1	1	23
HAMILTON	2015-02-14	22	70	7	Fog-Snow	20150214	1	2	February    	Saturday  	7	0	1	0	1	7	15
HAMILTON	2015-02-15	12	58	18	Snow	20150215	1	2	February    	Sunday    	1	0	1	0	1	4	17
HAMILTON	2015-02-16	10	47	10	Snow	20150216	1	2	February    	Monday    	2	1	0	1	1	4	50
HAMILTON	2015-02-17	20	67	5	Snow	20150217	1	2	February    	Tuesday   	3	1	0	0	1	4	32
HAMILTON	2015-02-18	18	56	6	Snow	20150218	1	2	February    	Wednesday 	4	1	0	0	1	4	30
HAMILTON	2015-02-19	15	44	14	Snow	20150219	1	2	February    	Thursday  	5	1	0	0	1	4	40
HAMILTON	2015-02-20	8	44	10		20150220	1	2	February    	Friday    	6	1	0	0	1	1	37
HAMILTON	2015-02-21	18	69	6	Fog-Rain-Snow	20150221	1	2	February    	Saturday  	7	0	1	0	1	8	17
HAMILTON	2015-02-22	37	75	3	Rain	20150222	1	2	February    	Sunday    	1	0	1	0	1	2	11
HAMILTON	2015-02-23	23	48	11		20150223	1	2	February    	Monday    	2	1	0	0	1	1	23
HAMILTON	2015-02-24	12	49	5		20150224	1	2	February    	Tuesday   	3	1	0	0	1	1	28
HAMILTON	2015-02-25	23	61	6		20150225	1	2	February    	Wednesday 	4	1	0	0	1	1	22
HAMILTON	2015-02-26	26	52	8		20150226	1	2	February    	Thursday  	5	1	0	0	1	1	24
HAMILTON	2015-02-27	24	54	7		20150227	1	2	February    	Friday    	6	1	0	0	1	1	17
HAMILTON	2015-02-28	20	39	5		20150228	1	2	February    	Saturday  	7	0	1	0	1	1	14
HAMILTON	2015-03-01	23	67	3	Fog-Rain-Snow	20150301	1	3	March       	Sunday    	1	0	1	0	2	8	9
HAMILTON	2015-03-02	34	63	9		20150302	1	3	March       	Monday    	2	1	0	0	2	1	22
HAMILTON	2015-03-03	27	66	7	Rain-Snow	20150303	1	3	March       	Tuesday   	3	1	0	0	2	6	18
HAMILTON	2015-03-04	39	89	5	Fog-Rain	20150304	1	3	March       	Wednesday 	4	1	0	0	2	7	38
HAMILTON	2015-03-05	28	74	10	Fog-Rain-Snow	20150305	1	3	March       	Thursday  	5	1	0	0	2	8	15
HAMILTON	2015-03-06	15	55	6	Snow	20150306	1	3	March       	Friday    	6	1	0	0	2	4	30
HAMILTON	2015-03-07	23	58	7		20150307	1	3	March       	Saturday  	7	0	1	0	2	1	25
HAMILTON	2015-03-08	37	58	6		20150308	1	3	March       	Sunday    	1	0	1	0	2	1	15
HAMILTON	2015-03-09	42	50	5	Rain	20150309	1	3	March       	Monday    	2	1	0	0	2	2	35
HAMILTON	2015-03-10	43	72	3	Fog-Rain	20150310	1	3	March       	Tuesday   	3	1	0	0	2	7	26
HAMILTON	2015-03-11	51	70	7	Rain	20150311	1	3	March       	Wednesday 	4	1	0	0	2	2	21
HAMILTON	2015-03-12	41	41	12		20150312	1	3	March       	Thursday  	5	1	0	0	2	1	29
HAMILTON	2015-03-13	38	39	8		20150313	1	3	March       	Friday    	6	1	0	0	2	1	18
HAMILTON	2015-03-14	41	91	4	Rain	20150314	1	3	March       	Saturday  	7	0	1	0	2	2	16
HAMILTON	2015-03-15	41	73	12	Rain	20150315	1	3	March       	Sunday    	1	0	1	0	2	2	13
HAMILTON	2015-03-16	43	60	5		20150316	1	3	March       	Monday    	2	1	0	0	2	1	20
HAMILTON	2015-03-17	49	52	12		20150317	1	3	March       	Tuesday   	3	1	0	0	2	1	14
HAMILTON	2015-03-18	36	31	13		20150318	1	3	March       	Wednesday 	4	1	0	0	2	1	17
HAMILTON	2015-03-19	33	45	5		20150319	1	3	March       	Thursday  	5	1	0	0	2	1	22
HAMILTON	2015-03-20	32	70	8	Fog-Rain-Snow	20150320	1	3	March       	Friday    	6	1	0	0	2	8	22
HAMILTON	2015-03-21	39	74	5		20150321	1	3	March       	Saturday  	7	0	1	0	2	1	19
HAMILTON	2015-03-22	37	45	10		20150322	1	3	March       	Sunday    	1	0	1	0	2	1	11
HAMILTON	2015-03-23	32	41	7		20150323	1	3	March       	Monday    	2	1	0	0	2	1	24
HAMILTON	2015-03-24	33	40	4		20150324	1	3	March       	Tuesday   	3	1	0	0	2	1	11
HAMILTON	2015-03-25	34	62	4	Rain	20150325	1	3	March       	Wednesday 	4	1	0	0	2	2	17
HAMILTON	2015-03-26	52	89	5	Fog-Rain	20150326	1	3	March       	Thursday  	5	1	0	0	2	7	21
HAMILTON	2015-03-27	41	71	7	Rain	20150327	1	3	March       	Friday    	6	1	0	0	2	2	15
HAMILTON	2015-03-28	33	48	13		20150328	1	3	March       	Saturday  	7	0	1	0	2	1	10
HAMILTON	2015-03-29	35	33	9		20150329	1	3	March       	Sunday    	1	0	1	0	2	1	6
HAMILTON	2015-03-30	44	57	10	Snow	20150330	1	3	March       	Monday    	2	1	0	0	2	4	16
HAMILTON	2015-03-31	41	62	6	Rain-Snow-Thunderstorm	20150331	1	3	March       	Tuesday   	3	1	0	0	2	8	20
HAMILTON	2015-04-01	42	59	8		20150401	2	4	April       	Wednesday 	4	1	0	0	2	1	17
HAMILTON	2015-04-02	48	54	10		20150402	2	4	April       	Thursday  	5	1	0	0	2	1	16
HAMILTON	2015-04-03	60	67	8	Fog-Rain	20150403	2	4	April       	Friday    	6	1	0	0	2	7	18
HAMILTON	2015-04-04	53	56	14	Fog-Rain	20150404	2	4	April       	Saturday  	7	0	1	0	2	7	15
HAMILTON	2015-04-05	51	35	11		20150405	2	4	April       	Sunday    	1	0	1	0	2	1	11
HAMILTON	2015-04-06	56	48	9		20150406	2	4	April       	Monday    	2	1	0	0	2	1	19
HAMILTON	2015-04-07	56	69	9	Rain	20150407	2	4	April       	Tuesday   	3	1	0	0	2	2	15
HAMILTON	2015-04-08	42	73	15	Rain	20150408	2	4	April       	Wednesday 	4	1	0	0	2	2	17
HAMILTON	2015-04-09	40	86	8	Rain	20150409	2	4	April       	Thursday  	5	1	0	0	2	2	16
HAMILTON	2015-04-10	48	89	7	Rain-Thunderstorm	20150410	2	4	April       	Friday    	6	1	0	0	2	6	12
HAMILTON	2015-04-11	52	50	10		20150411	2	4	April       	Saturday  	7	0	1	0	2	1	6
HAMILTON	2015-04-12	50	44	5		20150412	2	4	April       	Sunday    	1	0	1	0	2	1	12
HAMILTON	2015-04-13	58	51	9		20150413	2	4	April       	Monday    	2	1	0	0	2	1	19
HAMILTON	2015-04-14	58	56	6	Rain	20150414	2	4	April       	Tuesday   	3	1	0	0	2	2	18
HAMILTON	2015-04-15	59	33	9		20150415	2	4	April       	Wednesday 	4	1	0	0	2	1	22
HAMILTON	2015-04-16	59	42	9		20150416	2	4	April       	Thursday  	5	1	0	1	2	1	19
HAMILTON	2015-04-17	63	73	7	Rain	20150417	2	4	April       	Friday    	6	1	0	0	2	2	28
HAMILTON	2015-04-18	65	54	7		20150418	2	4	April       	Saturday  	7	0	1	0	2	1	16
HAMILTON	2015-04-19	55	42	10	Rain	20150419	2	4	April       	Sunday    	1	0	1	0	2	2	9
HAMILTON	2015-04-20	59	81	9	Fog-Rain	20150420	2	4	April       	Monday    	2	1	0	0	2	7	16
HAMILTON	2015-04-21	58	59	8	Rain-Thunderstorm	20150421	2	4	April       	Tuesday   	3	1	0	0	2	6	16
HAMILTON	2015-04-22	56	52	10	Rain-Thunderstorm	20150422	2	4	April       	Wednesday 	4	1	0	0	2	6	15
HAMILTON	2015-04-23	44	47	12		20150423	2	4	April       	Thursday  	5	1	0	0	2	1	11
HAMILTON	2015-04-24	46	34	12		20150424	2	4	April       	Friday    	6	1	0	0	2	1	19
HAMILTON	2015-04-25	46	41	6		20150425	2	4	April       	Saturday  	7	0	1	0	2	1	13
HAMILTON	2015-04-26	52	40	7		20150426	2	4	April       	Sunday    	1	0	1	0	2	1	14
HAMILTON	2015-04-27	51	45	10		20150427	2	4	April       	Monday    	2	1	0	0	2	1	20
HAMILTON	2015-04-28	59	50	11		20150428	2	4	April       	Tuesday   	3	1	0	0	2	1	15
HAMILTON	2015-04-29	63	42	8		20150429	2	4	April       	Wednesday 	4	1	0	0	2	1	15
HAMILTON	2015-04-30	56	64	10		20150430	2	4	April       	Thursday  	5	1	0	0	2	1	20
