call_city	call_date	Temp	Humidity	Windspeed	weather_Events	date_key	calendar_quarter	calendar_month_number	Month_name	week_day_name	week_day_number	Working_day	is_a_weekend_day	is_a_public_holiday	season	wevents	call_cnt
NEW BRUNSWICK	2015-09-18	73	56	2		20150918	3	9	September   	Friday    	6	1	0	0	4	1	26
NEW BRUNSWICK	2015-09-19	74	73	2		20150919	3	9	September   	Saturday  	7	0	1	0	4	1	19
NEW BRUNSWICK	2015-09-20	72	53	6		20150920	3	9	September   	Sunday    	1	0	1	0	4	1	13
NEW BRUNSWICK	2015-09-21	64	47	8	Rain	20150921	3	9	September   	Monday    	2	1	0	0	4	2	22
NEW BRUNSWICK	2015-09-22	65	58	7		20150922	3	9	September   	Tuesday   	3	1	0	0	4	1	28
NEW BRUNSWICK	2015-09-23	68	58	4		20150923	3	9	September   	Wednesday 	4	1	0	0	4	1	21
NEW BRUNSWICK	2015-09-29	75	85	8	Rain	20150929	3	9	September   	Tuesday   	3	1	0	0	4	2	26
NEW BRUNSWICK	2015-09-30	70	80	9	Rain	20150930	3	9	September   	Wednesday 	4	1	0	0	4	2	29
NEW BRUNSWICK	2015-10-01	59	70	11	Rain	20151001	4	10	October     	Thursday  	5	1	0	0	4	2	21
NEW BRUNSWICK	2015-10-02	52	82	13	Rain	20151002	4	10	October     	Friday    	6	1	0	0	4	2	30
NEW BRUNSWICK	2015-10-03	51	83	15	Rain	20151003	4	10	October     	Saturday  	7	0	1	0	4	2	16
NEW BRUNSWICK	2015-10-04	58	60	12		20151004	4	10	October     	Sunday    	1	0	1	0	4	1	10
NEW BRUNSWICK	2015-10-05	57	62	9		20151005	4	10	October     	Monday    	2	1	0	0	4	1	25
NEW BRUNSWICK	2015-10-06	61	63	2		20151006	4	10	October     	Tuesday   	3	1	0	0	4	1	16
NEW BRUNSWICK	2015-10-07	64	65	2		20151007	4	10	October     	Wednesday 	4	1	0	0	4	1	25
NEW BRUNSWICK	2015-10-08	62	71	1		20151008	4	10	October     	Thursday  	5	1	0	0	4	1	16
NEW BRUNSWICK	2015-10-09	68	81	3	Rain-Thunderstorm	20151009	4	10	October     	Friday    	6	1	0	0	4	6	20
NEW BRUNSWICK	2015-10-10	56	54	7		20151010	4	10	October     	Saturday  	7	0	1	0	4	1	10
NEW BRUNSWICK	2015-10-11	56	64	2		20151011	4	10	October     	Sunday    	1	0	1	0	4	1	18
NEW BRUNSWICK	2015-10-12	62	64	1		20151012	4	10	October     	Monday    	2	1	0	1	4	1	18
NEW BRUNSWICK	2015-10-13	64	74	2	Rain-Thunderstorm	20151013	4	10	October     	Tuesday   	3	1	0	0	4	6	13
NEW BRUNSWICK	2015-10-14	60	64	5		20151014	4	10	October     	Wednesday 	4	1	0	0	4	1	11
NEW BRUNSWICK	2015-10-15	55	59	2		20151015	4	10	October     	Thursday  	5	1	0	0	4	1	16
NEW BRUNSWICK	2015-10-16	56	58	3		20151016	4	10	October     	Friday    	6	1	0	0	4	1	19
NEW BRUNSWICK	2015-10-17	48	53	4		20151017	4	10	October     	Saturday  	7	0	1	0	4	1	15
NEW BRUNSWICK	2015-10-18	41	51	4		20151018	4	10	October     	Sunday    	1	0	1	0	4	1	20
NEW BRUNSWICK	2015-10-19	42	55	0		20151019	4	10	October     	Monday    	2	1	0	0	4	1	17
NEW BRUNSWICK	2015-10-20	58	45	5		20151020	4	10	October     	Tuesday   	3	1	0	0	4	1	16
NEW BRUNSWICK	2015-10-21	63	55	0		20151021	4	10	October     	Wednesday 	4	1	0	0	4	1	28
NEW BRUNSWICK	2015-10-22	63	57	2		20151022	4	10	October     	Thursday  	5	1	0	0	4	1	13
NEW BRUNSWICK	2015-10-23	54	45	7		20151023	4	10	October     	Friday    	6	1	0	0	4	1	9
NEW BRUNSWICK	2015-10-24	48	62	2		20151024	4	10	October     	Saturday  	7	0	1	0	4	1	12
NEW BRUNSWICK	2015-10-25	59	67	3	Rain	20151025	4	10	October     	Sunday    	1	0	1	0	4	2	20
NEW BRUNSWICK	2015-10-26	50	57	0		20151026	4	10	October     	Monday    	2	1	0	0	4	1	12
NEW BRUNSWICK	2015-10-27	48	64	1		20151027	4	10	October     	Tuesday   	3	1	0	0	4	1	22
NEW BRUNSWICK	2015-10-28	60	86	8	Rain-Thunderstorm	20151028	4	10	October     	Wednesday 	4	1	0	0	4	6	26
NEW BRUNSWICK	2015-10-29	64	62	7	Rain	20151029	4	10	October     	Thursday  	5	1	0	0	4	2	26
NEW BRUNSWICK	2015-10-30	53	46	7		20151030	4	10	October     	Friday    	6	1	0	0	4	1	24
NEW BRUNSWICK	2015-10-31	46	61	1		20151031	4	10	October     	Saturday  	7	0	1	0	4	1	14
NEW BRUNSWICK	2015-11-01	56	71	2	Rain	20151101	4	11	November    	Sunday    	1	0	1	0	4	2	20
NEW BRUNSWICK	2015-11-02	56	70	1		20151102	4	11	November    	Monday    	2	1	0	0	4	1	20
NEW BRUNSWICK	2015-11-03	58	63	0		20151103	4	11	November    	Tuesday   	3	1	0	0	4	1	17
NEW BRUNSWICK	2015-11-04	58	73	1		20151104	4	11	November    	Wednesday 	4	1	0	0	4	1	23
NEW BRUNSWICK	2015-11-05	61	93	0	Fog-Rain	20151105	4	11	November    	Thursday  	5	1	0	0	4	7	20
NEW BRUNSWICK	2015-11-06	68	82	2		20151106	4	11	November    	Friday    	6	1	0	0	4	1	12
NEW BRUNSWICK	2015-11-07	62	50	3		20151107	4	11	November    	Saturday  	7	0	1	0	4	1	9
NEW BRUNSWICK	2015-11-08	49	51	5		20151108	4	11	November    	Sunday    	1	0	1	0	4	1	10
NEW BRUNSWICK	2015-11-09	47	62	0		20151109	4	11	November    	Monday    	2	1	0	0	4	1	13
NEW BRUNSWICK	2015-11-10	55	82	5	Rain-Thunderstorm	20151110	4	11	November    	Tuesday   	3	1	0	0	4	6	30
NEW BRUNSWICK	2015-11-11	56	79	3		20151111	4	11	November    	Wednesday 	4	1	0	1	4	1	20
NEW BRUNSWICK	2015-11-12	56	83	1	Rain	20151112	4	11	November    	Thursday  	5	1	0	0	4	2	19
NEW BRUNSWICK	2015-11-13	52	42	15		20151113	4	11	November    	Friday    	6	1	0	0	4	1	36
NEW BRUNSWICK	2015-11-14	44	47	14		20151114	4	11	November    	Saturday  	7	0	1	0	4	1	18
NEW BRUNSWICK	2015-11-15	47	50	4		20151115	4	11	November    	Sunday    	1	0	1	0	4	1	16
NEW BRUNSWICK	2015-11-16	55	43	2		20151116	4	11	November    	Monday    	2	1	0	0	4	1	17
NEW BRUNSWICK	2015-11-17	46	52	5		20151117	4	11	November    	Tuesday   	3	1	0	0	4	1	9
NEW BRUNSWICK	2015-11-18	50	69	3		20151118	4	11	November    	Wednesday 	4	1	0	0	4	1	12
NEW BRUNSWICK	2015-11-19	60	90	5	Rain	20151119	4	11	November    	Thursday  	5	1	0	0	4	2	20
NEW BRUNSWICK	2015-11-20	52	51	4		20151120	4	11	November    	Friday    	6	1	0	0	4	1	19
NEW BRUNSWICK	2015-11-21	44	55	2		20151121	4	11	November    	Saturday  	7	0	1	0	4	1	22
NEW BRUNSWICK	2015-11-22	47	61	4	Rain	20151122	4	11	November    	Sunday    	1	0	1	0	4	2	12
NEW BRUNSWICK	2015-11-23	38	46	10		20151123	4	11	November    	Monday    	2	1	0	0	4	1	24
NEW BRUNSWICK	2015-11-24	36	51	1		20151124	4	11	November    	Tuesday   	3	1	0	0	4	1	25
NEW BRUNSWICK	2015-11-25	41	60	0		20151125	4	11	November    	Wednesday 	4	1	0	0	4	1	14
NEW BRUNSWICK	2015-11-26	46	80	0		20151126	4	11	November    	Thursday  	5	1	0	1	4	1	10
NEW BRUNSWICK	2015-11-27	52	77	1	Fog	20151127	4	11	November    	Friday    	6	1	0	0	4	3	13
NEW BRUNSWICK	2015-11-28	53	76	1	Rain	20151128	4	11	November    	Saturday  	7	0	1	0	4	2	12
NEW BRUNSWICK	2015-11-29	43	59	3	Rain	20151129	4	11	November    	Sunday    	1	0	1	0	4	2	9
NEW BRUNSWICK	2015-11-30	39	61	7		20151130	4	11	November    	Monday    	2	1	0	0	4	1	16
NEW BRUNSWICK	2015-12-01	47	92	7	Rain	20151201	4	12	December    	Tuesday   	3	1	0	0	1	2	27
NEW BRUNSWICK	2015-12-02	50	97	0	Rain	20151202	4	12	December    	Wednesday 	4	1	0	0	1	2	18
NEW BRUNSWICK	2015-12-03	48	66	7		20151203	4	12	December    	Thursday  	5	1	0	0	1	1	25
NEW BRUNSWICK	2015-12-04	44	59	5		20151204	4	12	December    	Friday    	6	1	0	0	1	1	15
NEW BRUNSWICK	2015-12-05	41	68	0		20151205	4	12	December    	Saturday  	7	0	1	0	1	1	24
NEW BRUNSWICK	2015-12-06	42	71	0		20151206	4	12	December    	Sunday    	1	0	1	0	1	1	12
NEW BRUNSWICK	2015-12-07	45	61	0		20151207	4	12	December    	Monday    	2	1	0	0	1	1	17
NEW BRUNSWICK	2015-12-08	42	63	3		20151208	4	12	December    	Tuesday   	3	1	0	0	1	1	19
NEW BRUNSWICK	2015-12-09	42	74	0		20151209	4	12	December    	Wednesday 	4	1	0	0	1	1	18
NEW BRUNSWICK	2015-12-10	53	75	0	Rain	20151210	4	12	December    	Thursday  	5	1	0	0	1	2	12
NEW BRUNSWICK	2015-12-11	51	78	1		20151211	4	12	December    	Friday    	6	1	0	0	1	1	18
NEW BRUNSWICK	2015-12-12	56	75	0		20151212	4	12	December    	Saturday  	7	0	1	0	1	1	11
NEW BRUNSWICK	2015-12-13	60	76	1		20151213	4	12	December    	Sunday    	1	0	1	0	1	1	10
NEW BRUNSWICK	2015-12-14	59	92	1	Fog-Rain	20151214	4	12	December    	Monday    	2	1	0	0	1	7	9
NEW BRUNSWICK	2015-12-15	60	57	13	Rain	20151215	4	12	December    	Tuesday   	3	1	0	0	1	2	15
NEW BRUNSWICK	2015-12-16	48	62	7		20151216	4	12	December    	Wednesday 	4	1	0	0	1	1	20
NEW BRUNSWICK	2015-12-17	54	91	1	Rain	20151217	4	12	December    	Thursday  	5	1	0	0	1	2	19
NEW BRUNSWICK	2015-12-18	44	66	6	Rain	20151218	4	12	December    	Friday    	6	1	0	0	1	2	21
NEW BRUNSWICK	2015-12-19	36	46	12		20151219	4	12	December    	Saturday  	7	0	1	0	1	1	16
NEW BRUNSWICK	2015-12-20	36	49	6		20151220	4	12	December    	Sunday    	1	0	1	0	1	1	7
NEW BRUNSWICK	2015-12-21	43	59	1		20151221	4	12	December    	Monday    	2	1	0	0	1	1	19
NEW BRUNSWICK	2015-12-22	56	87	1	Rain	20151222	4	12	December    	Tuesday   	3	1	0	0	1	2	18
NEW BRUNSWICK	2015-12-23	56	99	1	Fog-Rain	20151223	4	12	December    	Wednesday 	4	1	0	0	1	7	18
NEW BRUNSWICK	2015-12-24	65	83	3	Rain	20151224	4	12	December    	Thursday  	5	1	0	0	1	2	11
NEW BRUNSWICK	2015-12-25	58	95	0	Fog-Rain	20151225	4	12	December    	Friday    	6	1	0	1	1	7	8
NEW BRUNSWICK	2015-12-26	54	56	7	Rain	20151226	4	12	December    	Saturday  	7	0	1	0	1	2	7
NEW BRUNSWICK	2015-12-27	53	90	4	Rain	20151227	4	12	December    	Sunday    	1	0	1	0	1	2	12
NEW BRUNSWICK	2015-12-28	40	58	10	Rain-Snow	20151228	4	12	December    	Monday    	2	1	0	0	1	6	11
NEW BRUNSWICK	2015-12-29	38	94	11	Rain-Snow	20151229	4	12	December    	Tuesday   	3	1	0	0	1	6	11
NEW BRUNSWICK	2015-12-30	44	90	0	Rain	20151230	4	12	December    	Wednesday 	4	1	0	0	1	2	22
NEW BRUNSWICK	2015-12-31	44	79	3		20151231	4	12	December    	Thursday  	5	1	0	0	1	1	11
NEW BRUNSWICK	2016-01-01	37	59	10		20160101	1	1	January     	Friday    	6	1	0	1	1	1	9
NEW BRUNSWICK	2016-01-02	36	53	7		20160102	1	1	January     	Saturday  	7	0	1	0	1	1	11
NEW BRUNSWICK	2016-01-03	37	59	4		20160103	1	1	January     	Sunday    	1	0	1	0	1	1	10
NEW BRUNSWICK	2016-01-04	24	46	10		20160104	1	1	January     	Monday    	2	1	0	0	1	1	21
NEW BRUNSWICK	2016-01-05	20	36	7		20160105	1	1	January     	Tuesday   	3	1	0	0	1	1	28
NEW BRUNSWICK	2016-01-06	28	41	2		20160106	1	1	January     	Wednesday 	4	1	0	0	1	1	22
NEW BRUNSWICK	2016-01-07	34	46	1		20160107	1	1	January     	Thursday  	5	1	0	0	1	1	27
NEW BRUNSWICK	2016-01-08	38	58	5		20160108	1	1	January     	Friday    	6	1	0	0	1	1	11
NEW BRUNSWICK	2016-01-09	43	82	4	Rain	20160109	1	1	January     	Saturday  	7	0	1	0	1	2	8
NEW BRUNSWICK	2016-01-10	51	80	12	Rain-Thunderstorm	20160110	1	1	January     	Sunday    	1	0	1	0	1	6	12
NEW BRUNSWICK	2016-01-11	31	40	15		20160111	1	1	January     	Monday    	2	1	0	0	1	1	20
NEW BRUNSWICK	2016-01-12	32	58	3	Rain	20160112	1	1	January     	Tuesday   	3	1	0	0	1	2	11
NEW BRUNSWICK	2016-01-13	25	45	17		20160113	1	1	January     	Wednesday 	4	1	0	0	1	1	15
NEW BRUNSWICK	2016-01-14	30	49	7		20160114	1	1	January     	Thursday  	5	1	0	0	1	1	17
NEW BRUNSWICK	2016-01-15	39	69	0	Rain	20160115	1	1	January     	Friday    	6	1	0	0	1	2	11
NEW BRUNSWICK	2016-01-16	46	73	7	Rain	20160116	1	1	January     	Saturday  	7	0	1	0	1	2	15
NEW BRUNSWICK	2016-01-17	34	69	5	Snow	20160117	1	1	January     	Sunday    	1	0	1	0	1	4	15
NEW BRUNSWICK	2016-01-18	24	52	11		20160118	1	1	January     	Monday    	2	1	0	1	1	1	18
NEW BRUNSWICK	2016-01-19	22	45	17		20160119	1	1	January     	Tuesday   	3	1	0	0	1	1	24
NEW BRUNSWICK	2016-01-20	32	53	9		20160120	1	1	January     	Wednesday 	4	1	0	0	1	1	28
NEW BRUNSWICK	2016-01-21	30	48	7		20160121	1	1	January     	Thursday  	5	1	0	0	1	1	24
NEW BRUNSWICK	2016-01-22	24	47	7	Snow	20160122	1	1	January     	Friday    	6	1	0	0	1	4	28
NEW BRUNSWICK	2016-01-23	25	89	16	Snow	20160123	1	1	January     	Saturday  	7	0	1	0	1	4	9
NEW BRUNSWICK	2016-01-24	26	52	7	Snow	20160124	1	1	January     	Sunday    	1	0	1	0	1	4	11
NEW BRUNSWICK	2016-01-25	27	65	1		20160125	1	1	January     	Monday    	2	1	0	0	1	1	32
NEW BRUNSWICK	2016-01-26	34	72	1		20160126	1	1	January     	Tuesday   	3	1	0	0	1	1	32
NEW BRUNSWICK	2016-01-27	36	58	6		20160127	1	1	January     	Wednesday 	4	1	0	0	1	1	21
NEW BRUNSWICK	2016-01-28	32	63	0		20160128	1	1	January     	Thursday  	5	1	0	0	1	1	22
NEW BRUNSWICK	2016-01-29	34	62	4		20160129	1	1	January     	Friday    	6	1	0	0	1	1	25
NEW BRUNSWICK	2016-01-30	32	55	5		20160130	1	1	January     	Saturday  	7	0	1	0	1	1	17
NEW BRUNSWICK	2016-01-31	43	65	1		20160131	1	1	January     	Sunday    	1	0	1	0	1	1	13
NEW BRUNSWICK	2016-02-01	44	70	2	Rain	20160201	1	2	February    	Monday    	2	1	0	0	1	2	28
NEW BRUNSWICK	2016-02-02	42	56	1		20160202	1	2	February    	Tuesday   	3	1	0	0	1	1	18
NEW BRUNSWICK	2016-02-03	46	89	2	Fog-Rain	20160203	1	2	February    	Wednesday 	4	1	0	0	1	7	23
NEW BRUNSWICK	2016-02-04	49	70	3	Rain	20160204	1	2	February    	Thursday  	5	1	0	0	1	2	17
NEW BRUNSWICK	2016-02-05	36	70	7	Rain-Snow	20160205	1	2	February    	Friday    	6	1	0	0	1	6	24
NEW BRUNSWICK	2016-02-06	32	57	1		20160206	1	2	February    	Saturday  	7	0	1	0	1	1	15
NEW BRUNSWICK	2016-02-07	36	61	1		20160207	1	2	February    	Sunday    	1	0	1	0	1	1	18
NEW BRUNSWICK	2016-02-08	34	64	12		20160208	1	2	February    	Monday    	2	1	0	0	1	1	15
NEW BRUNSWICK	2016-02-09	31	80	5	Snow	20160209	1	2	February    	Tuesday   	3	1	0	0	1	4	24
NEW BRUNSWICK	2016-02-10	34	71	6	Rain-Snow	20160210	1	2	February    	Wednesday 	4	1	0	0	1	6	13
NEW BRUNSWICK	2016-02-11	24	42	17	Snow	20160211	1	2	February    	Thursday  	5	1	0	0	1	4	26
NEW BRUNSWICK	2016-02-12	20	45	7		20160212	1	2	February    	Friday    	6	1	0	0	1	1	21
NEW BRUNSWICK	2016-02-13	14	47	13	Snow	20160213	1	2	February    	Saturday  	7	0	1	0	1	4	18
NEW BRUNSWICK	2016-02-14	9	33	12		20160214	1	2	February    	Sunday    	1	0	1	0	1	1	18
WAYNE	2015-01-19	36	66	7		20150119	1	1	January     	Monday    	2	1	0	1	1	1	1
WAYNE	2015-01-23	28	61	4		20150123	1	1	January     	Friday    	6	1	0	0	1	1	1
WAYNE	2015-01-28	24	39	8		20150128	1	1	January     	Wednesday 	4	1	0	0	1	1	2
WAYNE	2015-01-29	20	59	2	Snow	20150129	1	1	January     	Thursday  	5	1	0	0	1	4	1
WAYNE	2015-02-04	22	79	1		20150204	1	2	February    	Wednesday 	4	1	0	0	1	1	1
WAYNE	2015-02-22	35	80	0	Snow	20150222	1	2	February    	Sunday    	1	0	1	0	1	4	1
WAYNE	2015-03-22	35	38	10		20150322	1	3	March       	Sunday    	1	0	1	0	2	1	1
WAYNE	2015-04-04	51	57	10	Rain	20150404	2	4	April       	Saturday  	7	0	1	0	2	2	1
WAYNE	2015-04-09	40	84	6	Rain	20150409	2	4	April       	Thursday  	5	1	0	0	2	2	1
WAYNE	2015-04-14	59	53	4		20150414	2	4	April       	Tuesday   	3	1	0	0	2	1	1
WAYNE	2015-04-17	62	70	5	Rain	20150417	2	4	April       	Friday    	6	1	0	0	2	2	1
WAYNE	2015-04-19	53	40	7		20150419	2	4	April       	Sunday    	1	0	1	0	2	1	1
WAYNE	2015-04-28	58	45	8		20150428	2	4	April       	Tuesday   	3	1	0	0	2	1	1
WAYNE	2015-04-30	54	62	7		20150430	2	4	April       	Thursday  	5	1	0	0	2	1	1
WAYNE	2015-05-22	62	48	6	Rain	20150522	2	5	May         	Friday    	6	1	0	0	2	2	1
WAYNE	2015-06-15	72	89	3	Fog-Rain-Thunderstorm	20150615	2	6	June        	Monday    	2	1	0	0	3	8	1
WAYNE	2015-06-17	72	61	6		20150617	2	6	June        	Wednesday 	4	1	0	0	3	1	1
WAYNE	2015-06-21	77	79	4	Rain	20150621	2	6	June        	Sunday    	1	0	1	0	3	2	1
WAYNE	2015-07-02	70	66	1		20150702	3	7	July        	Thursday  	5	1	0	0	3	1	1
WAYNE	2015-07-20	86	60	3		20150720	3	7	July        	Monday    	2	1	0	0	3	1	1
WAYNE	2015-07-27	78	74	3	Rain	20150727	3	7	July        	Monday    	2	1	0	0	3	2	2
WAYNE	2015-07-29	81	56	2		20150729	3	7	July        	Wednesday 	4	1	0	0	3	1	1
WAYNE	2015-08-12	74	62	4		20150812	3	8	August      	Wednesday 	4	1	0	0	3	1	2
WAYNE	2015-08-15	78	54	2		20150815	3	8	August      	Saturday  	7	0	1	0	3	1	1
WAYNE	2015-08-16	80	59	2		20150816	3	8	August      	Sunday    	1	0	1	0	3	1	1
WAYNE	2015-09-01	78	63	2		20150901	3	9	September   	Tuesday   	3	1	0	0	4	1	1
WAYNE	2015-09-03	80	62	2		20150903	3	9	September   	Thursday  	5	1	0	0	4	1	1
WAYNE	2015-09-27	60	72	3		20150927	3	9	September   	Sunday    	1	0	1	0	4	1	1
WAYNE	2015-10-01	58	71	9	Rain	20151001	4	10	October     	Thursday  	5	1	0	0	4	2	1
WAYNE	2015-10-08	60	75	2		20151008	4	10	October     	Thursday  	5	1	0	0	4	1	1
WAYNE	2015-10-12	60	68	2		20151012	4	10	October     	Monday    	2	1	0	1	4	1	2
WAYNE	2015-10-29	63	67	7	Rain	20151029	4	10	October     	Thursday  	5	1	0	0	4	2	1
WAYNE	2015-11-07	60	55	5		20151107	4	11	November    	Saturday  	7	0	1	0	4	1	1
WAYNE	2015-11-10	52	73	6	Rain	20151110	4	11	November    	Tuesday   	3	1	0	0	4	2	1
WAYNE	2015-11-13	52	43	11	Rain	20151113	4	11	November    	Friday    	6	1	0	0	4	2	1
WAYNE	2015-11-14	44	46	11		20151114	4	11	November    	Saturday  	7	0	1	0	4	1	1
WAYNE	2015-11-17	42	58	4		20151117	4	11	November    	Tuesday   	3	1	0	0	4	1	1
WAYNE	2015-11-19	60	90	10	Rain	20151119	4	11	November    	Thursday  	5	1	0	0	4	2	1
WAYNE	2015-11-20	49	51	6		20151120	4	11	November    	Friday    	6	1	0	0	4	1	1
WAYNE	2015-11-21	42	64	2		20151121	4	11	November    	Saturday  	7	0	1	0	4	1	1
WAYNE	2015-11-23	36	46	7		20151123	4	11	November    	Monday    	2	1	0	0	4	1	2
WAYNE	2015-11-27	50	81	1	Fog	20151127	4	11	November    	Friday    	6	1	0	0	4	3	1
WAYNE	2015-12-01	44	93	6	Rain	20151201	4	12	December    	Tuesday   	3	1	0	0	1	2	1
WAYNE	2015-12-02	48	96	2	Fog-Rain	20151202	4	12	December    	Wednesday 	4	1	0	0	1	7	1
WAYNE	2015-12-04	42	60	5		20151204	4	12	December    	Friday    	6	1	0	0	1	1	1
WAYNE	2015-12-05	40	75	0		20151205	4	12	December    	Saturday  	7	0	1	0	1	1	1
WAYNE	2015-12-14	57	91	4	Fog-Rain	20151214	4	12	December    	Monday    	2	1	0	0	1	7	2
WAYNE	2015-12-15	58	61	12	Rain	20151215	4	12	December    	Tuesday   	3	1	0	0	1	2	1
WAYNE	2015-12-17	52	93	2	Rain	20151217	4	12	December    	Thursday  	5	1	0	0	1	2	1
WAYNE	2015-12-18	44	67	5		20151218	4	12	December    	Friday    	6	1	0	0	1	1	1
WAYNE	2015-12-20	37	48	6		20151220	4	12	December    	Sunday    	1	0	1	0	1	1	1
WAYNE	2015-12-23	54	96	2	Fog-Rain	20151223	4	12	December    	Wednesday 	4	1	0	0	1	7	1
WAYNE	2015-12-25	56	87	0		20151225	4	12	December    	Friday    	6	1	0	1	1	1	1
WAYNE	2015-12-27	52	88	4	Rain	20151227	4	12	December    	Sunday    	1	0	1	0	1	2	1
WAYNE	2015-12-28	38	61	8	Rain-Snow	20151228	4	12	December    	Monday    	2	1	0	0	1	6	1
WAYNE	2016-01-04	24	45	7		20160104	1	1	January     	Monday    	2	1	0	0	1	1	1
WAYNE	2016-01-05	18	46	4		20160105	1	1	January     	Tuesday   	3	1	0	0	1	1	2
WAYNE	2016-01-07	31	51	0		20160107	1	1	January     	Thursday  	5	1	0	0	1	1	1
WAYNE	2016-01-08	34	65	4		20160108	1	1	January     	Friday    	6	1	0	0	1	1	1
WAYNE	2016-01-09	41	82	5	Rain	20160109	1	1	January     	Saturday  	7	0	1	0	1	2	2
WAYNE	2016-01-11	30	38	10		20160111	1	1	January     	Monday    	2	1	0	0	1	1	1
WAYNE	2016-01-12	30	64	3	Snow	20160112	1	1	January     	Tuesday   	3	1	0	0	1	4	1
WAYNE	2016-01-18	23	51	10	Snow	20160118	1	1	January     	Monday    	2	1	0	1	1	4	1
WAYNE	2016-01-19	22	42	12		20160119	1	1	January     	Tuesday   	3	1	0	0	1	1	1
WAYNE	2016-01-22	22	45	4	Snow	20160122	1	1	January     	Friday    	6	1	0	0	1	4	1
WAYNE	2016-01-24	28	49	6		20160124	1	1	January     	Sunday    	1	0	1	0	1	1	1
WAYNE	2016-01-25	26	70	0		20160125	1	1	January     	Monday    	2	1	0	0	1	1	1
WAYNE	2016-01-26	31	71	2		20160126	1	1	January     	Tuesday   	3	1	0	0	1	1	1
WAYNE	2016-01-31	45	55	3		20160131	1	1	January     	Sunday    	1	0	1	0	1	1	1
WAYNE	2016-02-01	46	60	3		20160201	1	2	February    	Monday    	2	1	0	0	1	1	1
WAYNE	2016-02-02	38	60	1		20160202	1	2	February    	Tuesday   	3	1	0	0	1	1	1
